County,Jurisdiction,Year,Population
Siskiyou,Tulelake,2010," 1,008 "
Siskiyou,Unincorporated Siskiyou,2010," 24,203 "
Siskiyou,Weed,2010," 2,973 "
Siskiyou,Yreka,2010," 7,762 "
Solano,Benicia,2010," 27,203 "
Solano,Dixon,2010," 18,441 "
Solano,Fairfield,2010," 103,224 "
Solano,Rio Vista,2010," 7,436 "
Solano,Suisun City,2010," 28,320 "
Solano,Unincorporated Solano,2010," 18,756 "
Solano,Vacaville,2010," 93,090 "
Solano,Vallejo,2010," 116,798 "
Sonoma,Cloverdale,2010," 8,594 "
Sonoma,Cotati,2010," 7,258 "
Sonoma,Healdsburg,2010," 11,249 "
Sonoma,Petaluma,2010," 57,791 "
Sonoma,Rohnert Park,2010," 40,952 "
Sonoma,Santa Rosa,2010," 167,302 "
Sonoma,Sebastopol,2010," 7,380 "
Sonoma,Sonoma,2010," 10,605 "
Sonoma,Unincorporated Sonoma,2010," 145,079 "
Sonoma,Windsor             ,2010," 26,751 "
Stanislaus,Ceres,2010," 45,179 "
Stanislaus,Hughson,2010," 6,600 "
Stanislaus,Modesto,2010," 201,911 "
Stanislaus,Newman,2010," 10,208 "
Stanislaus,Oakdale,2010," 20,557 "
Stanislaus,Patterson,2010," 20,364 "
Stanislaus,Riverbank,2010," 22,559 "
Stanislaus,Turlock,2010," 68,279 "
Stanislaus,Unincorporated Stanislaus,2010," 109,912 "
Stanislaus,Waterford,2010," 8,434 "
Sutter,Live Oak,2010," 8,422 "
Sutter,Unincorporated Sutter,2010," 21,525 "
Sutter,Yuba,2010," 64,818 "
Tehama,Corning,2010," 7,654 "
Tehama,Red Bluff,2010," 14,070 "
Tehama,Tehama,2010, 420 
Tehama,Unincorporated Tehama,2010," 41,274 "
Trinity,Unincorporated Trinity,2010," 13,811 "
Tulare,Dinuba,2010," 21,216 "
Tulare,Exeter,2010," 10,336 "
Tulare,Farmersville,2010," 10,576 "
Tulare,Lindsay,2010," 11,756 "
Tulare,Porterville,2010," 54,014 "
Tulare,Tulare,2010," 59,079 "
Tulare,Unincorporated Tulare,2010," 142,800 "
Tulare,Visalia,2010," 124,182 "
Tulare,Woodlake,2010," 7,286 "
Tuolumne,Sonora,2010," 4,894 "
Tuolumne,Unincorporated Tuolumne,2010," 50,397 "
Ventura,Camarillo,2010," 65,118 "
Ventura,Fillmore,2010," 14,892 "
Ventura,Moorpark,2010," 34,410 "
Ventura,Ojai,2010," 7,464 "
Ventura,Oxnard,2010," 197,563 "
Ventura,Port Hueneme,2010," 21,499 "
Ventura,San Buenaventura,2010," 106,285 "
Ventura,Santa Paula,2010," 29,274 "
Ventura,Simi Valley,2010," 124,063 "
Ventura,Thousand Oaks,2010," 126,495 "
Ventura,Unincorporated Ventura,2010," 95,045 "
Yolo,Davis,2010," 65,558 "
Yolo,Unincorporated Yolo,2010," 24,314 "
Yolo,West Sacramento,2010," 48,582 "
Yolo,Winters,2010," 6,630 "
Yolo,Woodland,2010," 55,400 "
Yuba,Marysville,2010," 12,304 "
Yuba,Unincorporated Yuba,2010," 56,260 "
Yuba,Wheatland,2010," 3,519 "
Alameda,Alameda,2011," 74,100 "
Alameda,Albany,2011," 18,354 "
Alameda,Berkeley,2011," 114,002 "
Alameda,Dublin,2011," 46,418 "
Alameda,Emeryville,2011," 10,235 "
Alameda,Fremont,2011," 216,433 "
Alameda,Hayward,2011," 146,357 "
Alameda,Livermore,2011," 81,898 "
Alameda,Newark,2011," 42,821 "
Alameda,Oakland,2011," 397,235 "
Alameda,Piedmont,2011," 10,733 "
Alameda,Pleasanton,2011," 70,565 "
Alameda,San Leandro,2011," 84,773 "
Alameda,Unincorporated Alameda,2011," 141,867 "
Alameda,Union City,2011," 69,666 "
Alpine,Unincorporated Alpine,2011," 1,169 "
Amador,Amador,2011, 184 
Amador,Ione,2011," 7,521 "
Amador,Jackson,2011," 4,644 "
Amador,Plymouth,2011," 1,004 "
Amador,Sutter Creek,2011," 2,495 "
Amador,Unincorporated Amador,2011," 21,868 "
Butte,Biggs,2011," 1,721 "
Butte,Chico,2011," 86,847 "
Butte,Gridley,2011," 6,635 "
Butte,Oroville,2011," 15,429 "
Butte,Paradise,2011," 25,900 "
Butte,Unincorporated Butte,2011," 84,179 "
Calaveras,Angels,2011," 3,939 "
Calaveras,Unincorporated Calaveras,2011," 41,601 "
Colusa,Colusa,2011," 5,980 "
Colusa,Unincorporated Colusa,2011," 10,344 "
Colusa,Williams,2011," 5,196 "
Contra Costa,Antioch,2011," 103,868 "
Contra Costa,Brentwood,2011," 52,192 "
Contra Costa,Clayton,2011," 10,897 "
Contra Costa,Concord,2011," 123,297 "
Contra Costa,Danville,2011," 41,884 "
Contra Costa,El Cerrito,2011," 23,585 "
Contra Costa,Hercules,2011," 24,214 "
Contra Costa,Lafayette,2011," 23,904 "
Contra Costa,Martinez,2011," 35,968 "
Contra Costa,Moraga,2011," 16,097 "
Contra Costa,Oakley,2011," 36,266 "
Contra Costa,Orinda,2011," 17,688 "
Contra Costa,Pinole,2011," 18,397 "
Contra Costa,Pittsburg,2011," 64,483 "
Contra Costa,Pleasant Hill,2011," 33,306 "
Contra Costa,Richmond,2011," 105,130 "
Contra Costa,San Pablo,2011," 29,202 "
Contra Costa,San Ramon,2011," 72,997 "
Contra Costa,Unincorporated Contra Costa,2011," 161,090 "
Contra Costa,Walnut Creek,2011," 65,092 "
Del Norte,Crescent City,2011," 7,442 "
Del Norte,Unincorporated Del Norte,2011," 20,921 "
El Dorado,Placerville,2011," 10,341 "
El Dorado,South Lake Taho,2011," 20,922 "
El Dorado,Unincorporated El Dorado,2011," 149,964 "
Fresno,Clovis,2011," 97,127 "
Fresno,Coalinga,2011," 17,990 "
Fresno,Firebaugh,2011," 7,714 "
Fresno,Fowler,2011," 5,674 "
Fresno,Fresno,2011," 499,751 "
Fresno,Huron,2011," 6,787 "
Fresno,Kerman,2011," 13,731 "
Fresno,Kingsburg,2011," 11,531 "
Fresno,Mendota,2011," 11,124 "
Fresno,Orange Cove,2011," 9,108 "
Fresno,Parlier,2011," 14,540 "
Fresno,Reedley,2011," 24,512 "
Fresno,San Joaquin,2011," 4,018 "
Fresno,Sanger,2011," 24,441 "
Fresno,Selma,2011," 23,346 "
Fresno,Unincorporated Fresno,2011," 166,770 "
Glenn,Orland,2011," 7,485 "
Glenn,Unincorporated Glenn,2011," 14,671 "
Glenn,Willows,2011," 6,078 "
Humboldt,Arcata,2011," 17,889 "
Humboldt,Blue Lake,2011," 1,281 "
Humboldt,Eureka,2011," 27,039 "
Humboldt,Ferndale,2011," 1,377 "
Humboldt,Fortuna,2011," 11,945 "
Humboldt,Rio Dell,2011," 3,375 "
Humboldt,Trinidad,2011, 360 
Humboldt,Unincorporated Humboldt,2011," 72,425 "
Imperial,Brawley,2011," 25,321 "
Imperial,Calexico,2011," 39,049 "
Imperial,Calipatria,2011," 7,671 "
Imperial,El Centro,2011," 43,169 "
Imperial,Holtville,2011," 6,011 "
Imperial,Imperial,2011," 15,102 "
Imperial,Unincorporated Imperial,2011," 37,795 "
Imperial,Westmorland,2011," 2,237 "
Inyo,Bishop,2011," 3,884 "
Inyo,Unincorporated Inyo,2011," 14,666 "
Kern,Arvin,2011," 19,616 "
Kern,Bakersfield,2011," 350,764 "
Kern,California City,2011," 12,917 "
Kern,Delano,2011," 53,103 "
Kern,Maricopa,2011," 1,131 "
Kern,Mc Farland,2011," 12,697 "
Kern,Ridgecrest,2011," 27,722 "
Kern,Shafter,2011," 17,062 "
Kern,Taft,2011," 9,289 "
Kern,Tehachapi,2011," 14,342 "
Kern,Unincorporated Kern,2011," 300,995 "
Kern,Wasco,2011," 25,926 "
Kings,Avenal,2011," 14,852 "
Kings,Corcoran,2011," 23,944 "
Kings,Hanford,2011," 54,366 "
Kings,Lemoore,2011," 24,476 "
Kings,Unincorporated Kings,2011," 33,698 "
Lake,Clearlake,2011," 15,564 "
Lake,Lakeport,2011," 4,834 "
Lake,Unincorporated Lake,2011," 44,423 "
Lassen,Susanville,2011," 17,335 "
Lassen,Unincorporated Lassen,2011," 17,318 "
Los Angeles,Agoura Hills,2011," 20,437 "
Los Angeles,Alhambra,2011," 83,348 "
Los Angeles,Arcadia,2011," 56,095 "
Los Angeles,Artesia,2011," 16,534 "
Los Angeles,Avalon,2011," 3,787 "
Los Angeles,Azusa,2011," 46,188 "
Los Angeles,Baldwin Park,2011," 75,116 "
Los Angeles,Bell,2011," 35,719 "
Los Angeles,Bell Gardens,2011," 42,235 "
Los Angeles,Bellflower,2011," 76,464 "
Los Angeles,Beverly Hills,2011," 33,991 "
Los Angeles,Bradbury,2011," 1,044 "
Los Angeles,Burbank,2011," 104,783 "
Los Angeles,Calabasas,2011," 23,099 "
Los Angeles,Carson,2011," 91,577 "
Los Angeles,Cerritos,2011," 48,841 "
Los Angeles,Claremont,2011," 34,973 "
Los Angeles,Commerce,2011," 12,858 "
Los Angeles,Compton,2011," 97,716 "
Los Angeles,Covina,2011," 47,963 "
Los Angeles,Cudahy,2011," 23,928 "
Los Angeles,Culver City,2011," 39,018 "
Los Angeles,Diamond Bar,2011," 55,748 "
Los Angeles,Downey,2011," 111,923 "
Los Angeles,Duarte,2011," 21,421 "
Los Angeles,El Monte,2011," 114,193 "
Los Angeles,El Segundo,2011," 16,565 "
Los Angeles,Gardena,2011," 59,164 "
Los Angeles,Glendale,2011," 192,916 "
Los Angeles,Glendora,2011," 50,461 "
Los Angeles,Hawaiian Gardens,2011," 14,351 "
Los Angeles,Hawthorne,2011," 85,267 "
Los Angeles,Hermosa Beach,2011," 19,607 "
Los Angeles,Hidden Hills,2011," 1,853 "
Los Angeles,Huntington Park,2011," 58,520 "
Los Angeles,Industry,2011, 438 
Los Angeles,Inglewood,2011," 110,781 "
Los Angeles,Irwindale,2011," 1,403 "
Los Angeles,La Canada Flintridge,2011," 20,339 "
Los Angeles,La Habra Heights,2011," 5,326 "
Los Angeles,La Mirada,2011," 48,715 "
Los Angeles,La Puente,2011," 39,883 "
Los Angeles,La Verne,2011," 31,146 "
Los Angeles,Lakewood,2011," 79,886 "
Los Angeles,Lancaster,2011," 157,904 "
Los Angeles,Lawndale,2011," 32,941 "
Los Angeles,Lomita,2011," 20,189 "
Los Angeles,Long Beach,2011," 466,983 "
Los Angeles,Los Angeles,2011," 3,818,303 "
Los Angeles,Lynwood,2011," 69,846 "
Los Angeles,Malibu,2011," 12,676 "
Los Angeles,Manhattan Beach,2011," 35,202 "
Los Angeles,Maywood,2011," 27,596 "
Los Angeles,Monrovia,2011," 36,763 "
Los Angeles,Montebello,2011," 62,656 "
Los Angeles,Monterey Park,2011," 60,307 "
Los Angeles,Norwalk,2011," 105,926 "
Los Angeles,Palmdale,2011," 154,309 "
Los Angeles,Palos Verdes Estates,2011," 13,323 "
Los Angeles,Paramount,2011," 54,518 "
Los Angeles,Pasadena,2011," 138,036 "
Los Angeles,Pico Rivera,2011," 63,131 "
Los Angeles,Pomona,2011," 151,015 "
Los Angeles,Rancho Palos Verdes,2011," 41,731 "
Los Angeles,Redondo Beach,2011," 67,238 "
Los Angeles,Rolling Hills,2011," 1,884 "
Los Angeles,Rolling Hills Estates,2011," 8,026 "
Los Angeles,Rosemead,2011," 54,006 "
Los Angeles,San Dimas,2011," 33,318 "
Los Angeles,San Fernando,2011," 23,690 "
Los Angeles,San Gabriel,2011," 39,565 "
Los Angeles,San Marino,2011," 13,124 "
Los Angeles,Santa Clarita,2011," 177,639 "
Los Angeles,Santa Fe Springs,2011," 16,512 "
Los Angeles,Santa Monica,2011," 89,186 "
Los Angeles,Sierra Madre,2011," 10,881 "
Los Angeles,Signal Hill,2011," 11,056 "
Los Angeles,South El Monte,2011," 20,100 "
Los Angeles,South Gate,2011," 95,041 "
Los Angeles,South Pasadena,2011," 25,608 "
Los Angeles,Temple City,2011," 35,584 "
Los Angeles,Torrance,2011," 146,252 "
Los Angeles,Unincorporated Los Angeles,2011," 1,059,978 "
Los Angeles,Vernon,2011, 120 
Los Angeles,Walnut,2011," 29,337 "
Los Angeles,West Covina,2011," 106,188 "
Los Angeles,West Hollywood,2011," 34,578 "
Los Angeles,Westlake Village,2011," 8,251 "
Los Angeles,Whittier,2011," 85,665 "
Madera,Chowchilla,2011," 18,679 "
Madera,Madera,2011," 61,579 "
Madera,Unincorporated Madera,2011," 70,927 "
Marin,Belvedere,2011," 2,070 "
Marin,Corte Madera,2011," 9,292 "
Marin,Fairfax,2011," 7,382 "
Marin,Larkspur,2011," 11,918 "
Marin,Mill Valley,2011," 14,103 "
Marin,Novato,2011," 52,236 "
Marin,Ross,2011," 2,429 "
Marin,San Anselmo,2011," 12,419 "
Marin,San Rafael,2011," 58,108 "
Marin,Sausalito,2011," 7,030 "
Marin,Tiburon,2011," 9,076 "
Marin,Unincorporated Marin,2011," 68,028 "
Mariposa,Unincorporated Mariposa,2011," 18,251 "
Mendocino,Fort Bragg,2011," 7,285 "
Mendocino,Point Arena,2011, 439 
Mendocino,Ukiah,2011," 15,779 "
Mendocino,Unincorporated Mendocino,2011," 59,038 "
Mendocino,Willits,2011," 4,901 "
Merced,Atwater,2011," 28,525 "
Merced,Dos Palos,2011," 5,034 "
Merced,Gustine,2011," 5,547 "
Merced,Livingston,2011," 13,249 "
Merced,Los Banos,2011," 36,911 "
Merced,Merced,2011," 79,882 "
Merced,Unincorporated Merced,2011," 89,640 "
Modoc,Alturas,2011," 2,857 "
Modoc,Unincorporated Modoc,2011," 6,861 "
Mono,Mammoth Lakes,2011," 8,339 "
Mono,Unincorporated Mono,2011," 5,938 "
Monterey,Carmel-by-the-Sea,2011," 3,693 "
Monterey,Del Rey Oaks,2011," 1,627 "
Monterey,Gonzales,2011," 8,218 "
Monterey,Greenfield,2011," 16,421 "
Monterey,King City,2011," 13,130 "
Monterey,Marina,2011," 19,746 "
Monterey,Monterey,2011," 27,830 "
Monterey,Pacific Grove,2011," 14,928 "
Monterey,Salinas,2011," 152,151 "
Monterey,Sand City,2011, 336 
Monterey,Seaside,2011," 32,856 "
Monterey,Soledad,2011," 26,365 "
Monterey,Unincorporated Monterey,2011," 100,591 "
Napa,American Canyon     ,2011," 19,655 "
Napa,Calistoga,2011," 5,127 "
Napa,Napa,2011," 77,135 "
Napa,St. Helena,2011," 5,796 "
Napa,Unincorporated Napa,2011," 26,195 "
Napa,Yountville,2011," 2,993 "
Nevada,Grass Valley,2011," 13,040 "
Nevada,Nevada City,2011," 3,206 "
Nevada,Truckee             ,2011," 15,985 "
Nevada,Unincorporated Nevada,2011," 66,198 "
Orange,Aliso Viejo,2011," 48,362 "
Orange,Anaheim             ,2011," 342,652 "
Orange,Brea                ,2011," 40,104 "
Orange,Buena Park          ,2011," 80,942 "
Orange,Costa Mesa          ,2011," 110,445 "
Orange,Cypress             ,2011," 48,006 "
Orange,Dana Point          ,2011," 33,270 "
Orange,Fountain Valley     ,2011," 55,404 "
Orange,Fullerton           ,2011," 135,743 "
Orange,Garden Grove        ,2011," 171,949 "
Orange,Huntington Beach    ,2011," 190,455 "
Orange,Irvine              ,2011," 218,723 "
Orange,La Habra            ,2011," 60,481 "
Orange,La Palma            ,2011," 15,585 "
Orange,Laguna Beach        ,2011," 22,723 "
Orange,Laguna Hills        ,2011," 30,335 "
Orange,Laguna Niguel       ,2011," 62,935 "
Orange,Laguna Woods,2011," 16,268 "
Orange,Lake Forest         ,2011," 77,527 "
Orange,Los Alamitos        ,2011," 11,489 "
Orange,Mission Viejo       ,2011," 93,025 "
Orange,Newport Beach       ,2011," 84,970 "
Orange,Orange              ,2011," 137,391 "
Orange,Placentia           ,2011," 50,780 "
Orange,Rancho Santa Margarita,2011," 48,001 "
Orange,San Clemente        ,2011," 63,456 "
Orange,San Juan Capistrano ,2011," 34,765 "
Orange,Santa Ana           ,2011," 327,574 "
Orange,Seal Beach          ,2011," 24,529 "
Orange,Stanton             ,2011," 38,348 "
Orange,Tustin              ,2011," 75,876 "
Orange,Unincorporated Orange,2011," 121,602 "
Orange,Villa Park          ,2011," 5,812 "
Orange,Westminster         ,2011," 90,487 "
Orange,Yorba Linda         ,2011," 64,750 "
Placer,Auburn,2011," 13,575 "
Placer,Colfax,2011," 2,008 "
Placer,Lincoln,2011," 43,590 "
Placer,Loomis,2011," 6,504 "
Placer,Rocklin,2011," 58,229 "
Placer,Roseville,2011," 121,757 "
Placer,Unincorporated Placer,2011," 107,600 "
Plumas,Portola,2011," 2,143 "
Plumas,Unincorporated Plumas,2011," 17,848 "
Riverside,Banning,2011," 29,809 "
Riverside,Beaumont,2011," 38,385 "
Riverside,Blythe,2011," 19,980 "
Riverside,Calimesa,2011," 7,811 "
Riverside,Canyon Lake,2011," 10,550 "
Riverside,Cathedral City,2011," 51,565 "
Riverside,Coachella,2011," 41,507 "
Riverside,Corona,2011," 153,708 "
Riverside,Desert Hot Springs,2011," 27,486 "
Riverside,Eastvale,2011," 53,981 "
Riverside,Hemet,2011," 78,676 "
Riverside,Indian Wells,2011," 5,045 "
Riverside,Indio,2011," 76,849 "
Riverside,Jurupa Valley,2011, -   
Riverside,La Quinta,2011," 38,003 "
Riverside,Lake Elsinore,2011," 52,558 "
Riverside,Menifee,2011," 78,836 "
Riverside,Moreno Valley,2011," 195,229 "
Riverside,Murietta,2011," 104,457 "
Riverside,Norco,2011," 27,251 "
Riverside,Palm Desert,2011," 49,249 "
Riverside,Palm Springs,2011," 44,691 "
Riverside,Perris,2011," 69,400 "
Riverside,Rancho Mirage,2011," 17,690 "
Riverside,Riverside,2011," 306,145 "
Riverside,San Jacinto,2011," 44,536 "
Riverside,Temecula,2011," 101,662 "
Riverside,Unincorporated Riverside,2011," 455,179 "
Riverside,Wildomar,2011," 32,437 "
Sacramento,Citrus Heights,2011," 83,063 "
Sacramento,Elk Grove,2011," 154,802 "
Sacramento,Folsom,2011," 72,302 "
Sacramento,Galt,2011," 23,774 "
Sacramento,Isleton,2011, 805 
Sacramento,Rancho Cordova,2011," 65,030 "
Sacramento,Sacramento,2011," 472,512 "
Sacramento,Unincorporated Sacramento,2011," 557,002 "
San Benito,Hollister,2011," 35,255 "
San Benito,San Juan Bautista,2011," 1,871 "
San Benito,Unincorporated San Benito,2011," 18,535 "
San Bernardino,Adelanto,2011," 31,538 "
San Bernardino,Apple Valley,2011," 70,183 "
San Bernardino,Barstow,2011," 22,806 "
San Bernardino,Big Bear Lake,2011," 5,248 "
San Bernardino,Chino,2011," 78,469 "
San Bernardino,Chino Hills,2011," 75,196 "
San Bernardino,Colton,2011," 52,269 "
San Bernardino,Fontana,2011," 197,584 "
San Bernardino,Grand Terrace,2011," 12,099 "
San Bernardino,Hesperia,2011," 90,572 "
San Bernardino,Highland,2011," 53,322 "
San Bernardino,Loma Linda,2011," 23,143 "
San Bernardino,Montclair,2011," 37,012 "
San Bernardino,Needles,2011," 4,866 "
San Bernardino,Ontario,2011," 166,493 "
San Bernardino,Rancho Cucamonga,2011," 168,302 "
San Bernardino,Redlands,2011," 68,726 "
San Bernardino,Rialto,2011," 99,775 "
San Bernardino,San Bernardino,2011," 212,534 "
San Bernardino,Twentynine Palms,2011," 25,261 "
San Bernardino,Unincorporated San Bernardino,2011," 294,753 "
San Bernardino,Upland,2011," 73,877 "
San Bernardino,Victorville,2011," 117,733 "
San Bernardino,Yucaipa,2011," 51,886 "
San Bernardino,Yucca Valley,2011," 20,804 "
San Diego,Carlsbad,2011," 107,205 "
San Diego,Chula Vista,2011," 245,309 "
San Diego,Coronado,2011," 23,463 "
San Diego,Del Mar,2011," 4,187 "
San Diego,El Cajon,2011," 99,697 "
San Diego,Encinitas,2011," 60,246 "
San Diego,Escondido,2011," 144,565 "
San Diego,Imperial Beach,2011," 26,558 "
San Diego,La Mesa,2011," 58,412 "
San Diego,Lemon Grove,2011," 25,510 "
San Diego,National City,2011," 58,645 "
San Diego,Oceanside,2011," 168,283 "
San Diego,Poway,2011," 48,298 "
San Diego,San Diego,2011," 1,310,455 "
San Diego,San Marcos,2011," 84,854 "
San Diego,Santee,2011," 54,050 "
San Diego,Solana Beach,2011," 12,923 "
San Diego,Unincorporated San Diego,2011," 492,052 "
San Diego,Vista,2011," 95,251 "
San Francisco,San Francisco,2011," 815,365 "
San Joaquin,Escalon,2011," 7,187 "
San Joaquin,Lathrop,2011," 18,554 "
San Joaquin,Lodi,2011," 63,317 "
San Joaquin,Manteca,2011," 68,449 "
San Joaquin,Ripon,2011," 14,494 "
San Joaquin,Stockton,2011," 291,712 "
San Joaquin,Tracy,2011," 84,002 "
San Joaquin,Unincorporated San Joaquin,2011," 143,974 "
San Luis Obispo,Arroyo Grande,2011," 17,245 "
San Luis Obispo,Atascadero,2011," 28,654 "
San Luis Obispo,El Paso De Robles,2011," 30,129 "
San Luis Obispo,Grover City,2011," 13,205 "
San Luis Obispo,Morro Bay,2011," 10,325 "
San Luis Obispo,Pismo Beach,2011," 7,667 "
San Luis Obispo,San Luis Obispo,2011," 45,456 "
San Luis Obispo,Unincorporated San Luis Obispo,2011," 117,343 "
San Mateo,Atherton,2011," 6,925 "
San Mateo,Belmont,2011," 26,098 "
San Mateo,Brisbane,2011," 4,339 "
San Mateo,Burlingame,2011," 28,937 "
San Mateo,Colma,2011," 1,464 "
San Mateo,Daly City,2011," 102,366 "
San Mateo,East Palo Alto,2011," 28,604 "
San Mateo,Foster City,2011," 31,068 "
San Mateo,Half Moon Bay,2011," 11,429 "
San Mateo,Hillsborough,2011," 10,806 "
San Mateo,Menlo Park,2011," 32,051 "
San Mateo,Millbrae,2011," 21,653 "
San Mateo,Pacifica,2011," 37,309 "
San Mateo,Portola Valley,2011," 4,377 "
San Mateo,Redwood City,2011," 78,351 "
San Mateo,San Bruno,2011," 42,018 "
San Mateo,San Carlos,2011," 28,820 "
San Mateo,San Mateo,2011," 97,571 "
San Mateo,South San Francisco,2011," 64,083 "
San Mateo,Unincorporated San Mateo,2011," 62,730 "
San Mateo,Woodside,2011," 5,327 "
Santa Barbara,Buellton            ,2011," 4,854 "
Santa Barbara,Carpinteria,2011," 12,990 "
Santa Barbara,Goleta,2011," 29,916 "
Santa Barbara,Guadalupe,2011," 7,059 "
Santa Barbara,Lompoc,2011," 42,153 "
Santa Barbara,Santa Barbara,2011," 89,146 "
Santa Barbara,Santa Maria,2011," 100,275 "
Santa Barbara,Solvang,2011," 5,296 "
Santa Barbara,Unincorporated Santa Barbara,2011," 132,711 "
Santa Clara,Campbell,2011," 39,732 "
Santa Clara,Cupertino,2011," 58,576 "
Santa Clara,Gilroy,2011," 49,122 "
Santa Clara,Los Altos,2011," 29,356 "
Santa Clara,Los Altos Hills,2011," 7,999 "
Santa Clara,Los Gatos,2011," 29,531 "
Santa Clara,Milpitas,2011," 66,648 "
Santa Clara,Monte Sereno,2011," 3,373 "
Santa Clara,Morgan Hill,2011," 37,806 "
Santa Clara,Mountain View,2011," 75,199 "
Santa Clara,Palo Alto,2011," 65,123 "
Santa Clara,San Jose,2011," 964,541 "
Santa Clara,Santa Clara,2011," 118,573 "
Santa Clara,Saratoga,2011," 30,357 "
Santa Clara,Sunnyvale,2011," 141,334 "
Santa Clara,Unincorporated Santa Clara,2011," 86,059 "
Santa Cruz,Capitola,2011," 9,864 "
Santa Cruz,Santa Cruz,2011," 61,692 "
Santa Cruz,Scotts Valley,2011," 11,598 "
Santa Cruz,Unincorporated Santa Cruz,2011," 130,365 "
Santa Cruz,Watsonville,2011," 51,283 "
Shasta,Anderson,2011," 9,954 "
Shasta,Redding,2011," 89,900 "
Shasta,Shasta Lake         ,2011," 10,109 "
Shasta,Unincorporated Shasta,2011," 67,640 "
Sierra,Loyalton,2011, 787 
Sierra,Unincorporated Sierra,2011," 2,454 "
Siskiyou,Dorris,2011, 928 
Siskiyou,Dunsmuir,2011," 1,690 "
Siskiyou,Etna,2011, 737 
Siskiyou,Fort Jones,2011, 712 
Siskiyou,Montague,2011," 1,460 "
Siskiyou,Mt. Shasta,2011," 3,361 "
Siskiyou,Tulelake,2011," 1,020 "
Siskiyou,Unincorporated Siskiyou,2011," 24,292 "
Siskiyou,Weed,2011," 2,952 "
Siskiyou,Yreka,2011," 7,812 "
Solano,Benicia,2011," 26,533 "
Solano,Dixon,2011," 18,286 "
Solano,Fairfield,2011," 106,178 "
Solano,Rio Vista,2011," 7,412 "
Solano,Suisun City,2011," 27,977 "
Solano,Unincorporated Solano,2011," 18,912 "
Solano,Vacaville,2011," 92,622 "
Solano,Vallejo,2011," 115,607 "
Sonoma,Cloverdale,2011," 8,609 "
Sonoma,Cotati,2011," 7,292 "
Sonoma,Healdsburg,2011," 11,290 "
Sonoma,Petaluma,2011," 58,011 "
Sonoma,Rohnert Park,2011," 40,794 "
Sonoma,Santa Rosa,2011," 168,766 "
Sonoma,Sebastopol,2011," 7,403 "
Sonoma,Sonoma,2011," 10,643 "
Sonoma,Unincorporated Sonoma,2011," 146,270 "
Sonoma,Windsor             ,2011," 26,460 "
Stanislaus,Ceres,2011," 45,601 "
Stanislaus,Hughson,2011," 6,733 "
Stanislaus,Modesto,2011," 199,878 "
Stanislaus,Newman,2011," 10,634 "
Stanislaus,Oakdale,2011," 21,000 "
Stanislaus,Patterson,2011," 20,672 "
Stanislaus,Riverbank,2011," 23,283 "
Stanislaus,Turlock,2011," 69,362 "
Stanislaus,Unincorporated Stanislaus,2011," 111,860 "
Stanislaus,Waterford,2011," 8,605 "
Sutter,Live Oak,2011," 8,533 "
Sutter,Unincorporated Sutter,2011," 21,689 "
Sutter,Yuba,2011," 64,889 "
Tehama,Corning,2011," 7,538 "
Tehama,Red Bluff,2011," 13,909 "
Tehama,Tehama,2011, 408 
Tehama,Unincorporated Tehama,2011," 41,674 "
Trinity,Unincorporated Trinity,2011," 13,751 "
Tulare,Dinuba,2011," 21,622 "
Tulare,Exeter,2011," 10,444 "
Tulare,Farmersville,2011," 10,868 "
