County,Jurisdiction,Year,Population
San Diego,Unincorporated San Diego,2009," 481,790 "
San Diego,Vista,2009," 93,228 "
San Francisco,San Francisco,2009," 800,239 "
San Joaquin,Escalon,2009," 7,086 "
San Joaquin,Lathrop,2009," 17,589 "
San Joaquin,Lodi,2009," 61,796 "
San Joaquin,Manteca,2009," 65,652 "
San Joaquin,Ripon,2009," 14,146 "
San Joaquin,Stockton,2009," 288,591 "
San Joaquin,Tracy,2009," 82,040 "
San Joaquin,Unincorporated San Joaquin,2009," 140,933 "
San Luis Obispo,Arroyo Grande,2009," 17,201 "
San Luis Obispo,Atascadero,2009," 28,244 "
San Luis Obispo,El Paso De Robles,2009," 29,739 "
San Luis Obispo,Grover City,2009," 13,168 "
San Luis Obispo,Morro Bay,2009," 10,239 "
San Luis Obispo,Pismo Beach,2009," 7,758 "
San Luis Obispo,San Luis Obispo,2009," 44,938 "
San Luis Obispo,Unincorporated San Luis Obispo,2009," 116,250 "
San Mateo,Atherton,2009," 6,898 "
San Mateo,Belmont,2009," 25,634 "
San Mateo,Brisbane,2009," 4,185 "
San Mateo,Burlingame,2009," 28,556 "
San Mateo,Colma,2009," 1,451 "
San Mateo,Daly City,2009," 100,647 "
San Mateo,East Palo Alto,2009," 28,464 "
San Mateo,Foster City,2009," 30,270 "
San Mateo,Half Moon Bay,2009," 11,403 "
San Mateo,Hillsborough,2009," 10,750 "
San Mateo,Menlo Park,2009," 31,688 "
San Mateo,Millbrae,2009," 21,136 "
San Mateo,Pacifica,2009," 37,153 "
San Mateo,Portola Valley,2009," 4,341 "
San Mateo,Redwood City,2009," 76,198 "
San Mateo,San Bruno,2009," 40,993 "
San Mateo,San Carlos,2009," 28,152 "
San Mateo,San Mateo,2009," 96,170 "
San Mateo,South San Francisco,2009," 62,999 "
San Mateo,Unincorporated San Mateo,2009," 61,469 "
San Mateo,Woodside,2009," 5,261 "
Santa Barbara,Buellton            ,2009," 4,744 "
Santa Barbara,Carpinteria,2009," 13,139 "
Santa Barbara,Goleta,2009," 29,266 "
Santa Barbara,Guadalupe,2009," 7,018 "
Santa Barbara,Lompoc,2009," 42,385 "
Santa Barbara,Santa Barbara,2009," 88,265 "
Santa Barbara,Santa Maria,2009," 98,163 "
Santa Barbara,Solvang,2009," 5,241 "
Santa Barbara,Unincorporated Santa Barbara,2009," 132,976 "
Santa Clara,Campbell,2009," 39,032 "
Santa Clara,Cupertino,2009," 57,289 "
Santa Clara,Gilroy,2009," 48,627 "
Santa Clara,Los Altos,2009," 28,376 "
Santa Clara,Los Altos Hills,2009," 7,892 "
Santa Clara,Los Gatos,2009," 29,182 "
Santa Clara,Milpitas,2009," 66,392 "
Santa Clara,Monte Sereno,2009," 3,328 "
Santa Clara,Morgan Hill,2009," 37,653 "
Santa Clara,Mountain View,2009," 73,074 "
Santa Clara,Palo Alto,2009," 63,496 "
Santa Clara,San Jose,2009," 937,965 "
Santa Clara,Santa Clara,2009," 114,795 "
Santa Clara,Saratoga,2009," 29,815 "
Santa Clara,Sunnyvale,2009," 138,213 "
Santa Clara,Unincorporated Santa Clara,2009," 92,075 "
Santa Cruz,Capitola,2009," 9,861 "
Santa Cruz,Santa Cruz,2009," 59,357 "
Santa Cruz,Scotts Valley,2009," 11,520 "
Santa Cruz,Unincorporated Santa Cruz,2009," 129,254 "
Santa Cruz,Watsonville,2009," 50,900 "
Shasta,Anderson,2009," 9,969 "
Shasta,Redding,2009," 89,343 "
Shasta,Shasta Lake         ,2009," 10,151 "
Shasta,Unincorporated Shasta,2009," 67,293 "
Sierra,Loyalton,2009, 785 
Sierra,Unincorporated Sierra,2009," 2,479 "
Siskiyou,Dorris,2009, 932 
Siskiyou,Dunsmuir,2009," 1,684 "
Siskiyou,Etna,2009, 743 
Siskiyou,Fort Jones,2009, 813 
Siskiyou,Montague,2009," 1,453 "
Siskiyou,Mt. Shasta,2009," 3,435 "
Siskiyou,Tulelake,2009," 1,005 "
Siskiyou,Unincorporated Siskiyou,2009," 24,193 "
Siskiyou,Weed,2009," 2,988 "
Siskiyou,Yreka,2009," 7,750 "
Solano,Benicia,2009," 27,130 "
Solano,Dixon,2009," 18,293 "
Solano,Fairfield,2009," 103,781 "
Solano,Rio Vista,2009," 7,409 "
Solano,Suisun City,2009," 28,220 "
Solano,Unincorporated Solano,2009," 18,853 "
Solano,Vacaville,2009," 92,493 "
Solano,Vallejo,2009," 116,653 "
Sonoma,Cloverdale,2009," 8,542 "
Sonoma,Cotati,2009," 7,232 "
Sonoma,Healdsburg,2009," 11,203 "
Sonoma,Petaluma,2009," 57,344 "
Sonoma,Rohnert Park,2009," 40,938 "
Sonoma,Santa Rosa,2009," 165,405 "
Sonoma,Sebastopol,2009," 7,250 "
Sonoma,Sonoma,2009," 10,471 "
Sonoma,Unincorporated Sonoma,2009," 143,672 "
Sonoma,Windsor             ,2009," 26,565 "
Stanislaus,Ceres,2009," 44,738 "
Stanislaus,Hughson,2009," 6,512 "
Stanislaus,Modesto,2009," 201,331 "
Stanislaus,Newman,2009," 10,183 "
Stanislaus,Oakdale,2009," 20,231 "
Stanislaus,Patterson,2009," 20,360 "
Stanislaus,Riverbank,2009," 22,121 "
Stanislaus,Turlock,2009," 67,619 "
Stanislaus,Unincorporated Stanislaus,2009," 109,703 "
Stanislaus,Waterford,2009," 8,428 "
Sutter,Live Oak,2009," 8,355 "
Sutter,Unincorporated Sutter,2009," 21,521 "
Sutter,Yuba,2009," 64,042 "
Tehama,Corning,2009," 7,590 "
Tehama,Red Bluff,2009," 13,952 "
Tehama,Tehama,2009, 418 
Tehama,Unincorporated Tehama,2009," 40,961 "
Trinity,Unincorporated Trinity,2009," 13,750 "
Tulare,Dinuba,2009," 20,914 "
Tulare,Exeter,2009," 10,273 "
Tulare,Farmersville,2009," 10,400 "
Tulare,Lindsay,2009," 11,626 "
Tulare,Porterville,2009," 52,929 "
Tulare,Tulare,2009," 58,013 "
Tulare,Unincorporated Tulare,2009," 141,710 "
Tulare,Visalia,2009," 121,885 "
Tulare,Woodlake,2009," 7,183 "
Tuolumne,Sonora,2009," 4,870 "
Tuolumne,Unincorporated Tuolumne,2009," 50,791 "
Ventura,Camarillo,2009," 64,697 "
Ventura,Fillmore,2009," 14,824 "
Ventura,Moorpark,2009," 34,221 "
Ventura,Ojai,2009," 7,468 "
Ventura,Oxnard,2009," 194,764 "
Ventura,Port Hueneme,2009," 21,808 "
Ventura,San Buenaventura,2009," 105,437 "
Ventura,Santa Paula,2009," 29,012 "
Ventura,Simi Valley,2009," 123,188 "
Ventura,Thousand Oaks,2009," 125,154 "
Ventura,Unincorporated Ventura,2009," 94,711 "
Yolo,Davis,2009," 65,143 "
Yolo,Unincorporated Yolo,2009," 24,149 "
Yolo,West Sacramento,2009," 47,962 "
Yolo,Winters,2009," 6,638 "
Yolo,Woodland,2009," 54,750 "
Yuba,Marysville,2009," 12,310 "
Yuba,Unincorporated Yuba,2009," 55,793 "
Yuba,Wheatland,2009," 3,506 "
Alameda,Alameda,2010," 73,717 "
Alameda,Albany,2010," 18,481 "
Alameda,Berkeley,2010," 112,363 "
Alameda,Dublin,2010," 45,681 "
Alameda,Emeryville,2010," 9,795 "
Alameda,Fremont,2010," 213,524 "
Alameda,Hayward,2010," 143,921 "
Alameda,Livermore,2010," 80,932 "
Alameda,Newark,2010," 42,592 "
Alameda,Oakland,2010," 391,475 "
Alameda,Piedmont,2010," 10,674 "
Alameda,Pleasanton,2010," 70,135 "
Alameda,San Leandro,2010," 84,831 "
Alameda,Unincorporated Alameda,2010," 141,494 "
Alameda,Union City,2010," 69,625 "
Alpine,Unincorporated Alpine,2010," 1,178 "
Amador,Amador,2010, 187 
Amador,Ione,2010," 7,863 "
Amador,Jackson,2010," 4,638 "
Amador,Plymouth,2010," 1,004 "
Amador,Sutter Creek,2010," 2,503 "
Amador,Unincorporated Amador,2010," 21,816 "
Butte,Biggs,2010," 1,711 "
Butte,Chico,2010," 86,136 "
Butte,Gridley,2010," 6,589 "
Butte,Oroville,2010," 15,529 "
Butte,Paradise,2010," 26,188 "
Butte,Unincorporated Butte,2010," 83,814 "
Calaveras,Angels,2010," 3,831 "
Calaveras,Unincorporated Calaveras,2010," 41,771 "
Colusa,Colusa,2010," 5,953 "
Colusa,Unincorporated Colusa,2010," 10,309 "
Colusa,Williams,2010," 5,118 "
Contra Costa,Antioch,2010," 102,277 "
Contra Costa,Brentwood,2010," 51,453 "
Contra Costa,Clayton,2010," 10,899 "
Contra Costa,Concord,2010," 122,109 "
Contra Costa,Danville,2010," 42,067 "
Contra Costa,El Cerrito,2010," 23,552 "
Contra Costa,Hercules,2010," 24,079 "
Contra Costa,Lafayette,2010," 23,895 "
Contra Costa,Martinez,2010," 35,846 "
Contra Costa,Moraga,2010," 16,019 "
Contra Costa,Oakley,2010," 35,351 "
Contra Costa,Orinda,2010," 17,647 "
Contra Costa,Pinole,2010," 18,376 "
Contra Costa,Pittsburg,2010," 63,181 "
Contra Costa,Pleasant Hill,2010," 33,175 "
Contra Costa,Richmond,2010," 103,764 "
Contra Costa,San Pablo,2010," 29,245 "
Contra Costa,San Ramon,2010," 71,788 "
Contra Costa,Unincorporated Contra Costa,2010," 158,985 "
Contra Costa,Walnut Creek,2010," 64,240 "
Del Norte,Crescent City,2010," 7,619 "
Del Norte,Unincorporated Del Norte,2010," 20,962 "
El Dorado,Placerville,2010," 10,365 "
El Dorado,South Lake Taho,2010," 21,407 "
El Dorado,Unincorporated El Dorado,2010," 148,910 "
Fresno,Clovis,2010," 95,447 "
Fresno,Coalinga,2010," 18,197 "
Fresno,Firebaugh,2010," 7,464 "
Fresno,Fowler,2010," 5,561 "
Fresno,Fresno,2010," 494,054 "
Fresno,Huron,2010," 6,790 "
Fresno,Kerman,2010," 13,551 "
Fresno,Kingsburg,2010," 11,383 "
Fresno,Mendota,2010," 10,983 "
Fresno,Orange Cove,2010," 9,128 "
Fresno,Parlier,2010," 14,463 "
Fresno,Reedley,2010," 24,139 "
Fresno,San Joaquin,2010," 4,010 "
Fresno,Sanger,2010," 24,286 "
Fresno,Selma,2010," 23,217 "
Fresno,Unincorporated Fresno,2010," 167,085 "
Glenn,Orland,2010," 7,285 "
Glenn,Unincorporated Glenn,2010," 14,671 "
Glenn,Willows,2010," 6,164 "
Humboldt,Arcata,2010," 17,211 "
Humboldt,Blue Lake,2010," 1,247 "
Humboldt,Eureka,2010," 27,125 "
Humboldt,Ferndale,2010," 1,372 "
Humboldt,Fortuna,2010," 11,897 "
Humboldt,Rio Dell,2010," 3,362 "
Humboldt,Trinidad,2010, 363 
Humboldt,Unincorporated Humboldt,2010," 71,776 "
Imperial,Brawley,2010," 24,937 "
Imperial,Calexico,2010," 38,506 "
Imperial,Calipatria,2010," 7,797 "
Imperial,El Centro,2010," 42,544 "
Imperial,Holtville,2010," 5,944 "
Imperial,Imperial,2010," 14,667 "
Imperial,Unincorporated Imperial,2010," 37,621 "
Imperial,Westmorland,2010," 2,228 "
Inyo,Bishop,2010," 3,865 "
Inyo,Unincorporated Inyo,2010," 14,660 "
Kern,Arvin,2010," 19,270 "
Kern,Bakersfield,2010," 346,782 "
Kern,California City,2010," 14,186 "
Kern,Delano,2010," 53,110 "
Kern,Maricopa,2010," 1,159 "
Kern,Mc Farland,2010," 12,820 "
Kern,Ridgecrest,2010," 27,535 "
Kern,Shafter,2010," 16,917 "
Kern,Taft,2010," 9,290 "
Kern,Tehachapi,2010," 14,453 "
Kern,Unincorporated Kern,2010," 296,019 "
Kern,Wasco,2010," 25,533 "
Kings,Avenal,2010," 15,731 "
Kings,Corcoran,2010," 24,748 "
Kings,Hanford,2010," 53,484 "
Kings,Lemoore,2010," 24,351 "
Kings,Unincorporated Kings,2010," 34,403 "
Lake,Clearlake,2010," 15,207 "
Lake,Lakeport,2010," 4,758 "
Lake,Unincorporated Lake,2010," 44,615 "
Lassen,Susanville,2010," 17,881 "
Lassen,Unincorporated Lassen,2010," 16,913 "
Los Angeles,Agoura Hills,2010," 20,398 "
Los Angeles,Alhambra,2010," 83,220 "
Los Angeles,Arcadia,2010," 56,304 "
Los Angeles,Artesia,2010," 16,514 "
Los Angeles,Avalon,2010," 3,719 "
Los Angeles,Azusa,2010," 46,382 "
Los Angeles,Baldwin Park,2010," 75,490 "
Los Angeles,Bell,2010," 35,538 "
Los Angeles,Bell Gardens,2010," 42,176 "
Los Angeles,Bellflower,2010," 76,531 "
Los Angeles,Beverly Hills,2010," 34,136 "
Los Angeles,Bradbury,2010," 1,039 "
Los Angeles,Burbank,2010," 103,363 "
Los Angeles,Calabasas,2010," 23,053 "
Los Angeles,Carson,2010," 91,799 "
Los Angeles,Cerritos,2010," 49,176 "
Los Angeles,Claremont,2010," 34,930 "
Los Angeles,Commerce,2010," 12,830 "
Los Angeles,Compton,2010," 96,444 "
Los Angeles,Covina,2010," 47,793 "
Los Angeles,Cudahy,2010," 23,846 "
Los Angeles,Culver City,2010," 38,896 "
Los Angeles,Diamond Bar,2010," 55,654 "
Los Angeles,Downey,2010," 111,690 "
Los Angeles,Duarte,2010," 21,345 "
Los Angeles,El Monte,2010," 113,740 "
Los Angeles,El Segundo,2010," 16,650 "
Los Angeles,Gardena,2010," 58,854 "
Los Angeles,Glendale,2010," 191,954 "
Los Angeles,Glendora,2010," 50,100 "
Los Angeles,Hawaiian Gardens,2010," 14,287 "
Los Angeles,Hawthorne,2010," 84,360 "
Los Angeles,Hermosa Beach,2010," 19,477 "
Los Angeles,Hidden Hills,2010," 1,863 "
Los Angeles,Huntington Park,2010," 58,241 "
Los Angeles,Industry,2010, 452 
Los Angeles,Inglewood,2010," 109,831 "
Los Angeles,Irwindale,2010," 1,429 "
Los Angeles,La Canada Flintridge,2010," 20,266 "
Los Angeles,La Habra Heights,2010," 5,347 "
Los Angeles,La Mirada,2010," 48,528 "
Los Angeles,La Puente,2010," 39,879 "
Los Angeles,La Verne,2010," 31,120 "
Los Angeles,Lakewood,2010," 80,066 "
Los Angeles,Lancaster,2010," 155,920 "
Los Angeles,Lawndale,2010," 32,761 "
Los Angeles,Lomita,2010," 20,260 "
Los Angeles,Long Beach,2010," 462,685 "
Los Angeles,Los Angeles,2010," 3,794,586 "
Los Angeles,Lynwood,2010," 69,786 "
Los Angeles,Malibu,2010," 12,659 "
Los Angeles,Manhattan Beach,2010," 35,168 "
Los Angeles,Maywood,2010," 27,442 "
Los Angeles,Monrovia,2010," 36,659 "
Los Angeles,Montebello,2010," 62,471 "
Los Angeles,Monterey Park,2010," 60,349 "
Los Angeles,Norwalk,2010," 105,529 "
Los Angeles,Palmdale,2010," 152,473 "
Los Angeles,Palos Verdes Estates,2010," 13,444 "
Los Angeles,Paramount,2010," 54,126 "
Los Angeles,Pasadena,2010," 136,912 "
Los Angeles,Pico Rivera,2010," 62,997 "
Los Angeles,Pomona,2010," 149,311 "
Los Angeles,Rancho Palos Verdes,2010," 41,654 "
Los Angeles,Redondo Beach,2010," 66,716 "
Los Angeles,Rolling Hills,2010," 1,867 "
Los Angeles,Rolling Hills Estates,2010," 8,064 "
Los Angeles,Rosemead,2010," 53,844 "
Los Angeles,San Dimas,2010," 33,434 "
Los Angeles,San Fernando,2010," 23,671 "
Los Angeles,San Gabriel,2010," 39,774 "
Los Angeles,San Marino,2010," 13,150 "
Los Angeles,Santa Clarita,2010," 176,056 "
Los Angeles,Santa Fe Springs,2010," 16,206 "
Los Angeles,Santa Monica,2010," 89,494 "
Los Angeles,Sierra Madre,2010," 10,917 "
Los Angeles,Signal Hill,2010," 11,016 "
Los Angeles,South El Monte,2010," 20,171 "
Los Angeles,South Gate,2010," 94,502 "
Los Angeles,South Pasadena,2010," 25,596 "
Los Angeles,Temple City,2010," 35,516 "
Los Angeles,Torrance,2010," 145,392 "
Los Angeles,Unincorporated Los Angeles,2010," 1,057,257 "
Los Angeles,Vernon,2010, 114 
Los Angeles,Walnut,2010," 29,222 "
Los Angeles,West Covina,2010," 106,189 "
Los Angeles,West Hollywood,2010," 34,481 "
Los Angeles,Westlake Village,2010," 8,277 "
Los Angeles,Whittier,2010," 85,293 "
Madera,Chowchilla,2010," 18,970 "
Madera,Madera,2010," 61,119 "
Madera,Unincorporated Madera,2010," 70,660 "
Marin,Belvedere,2010," 2,066 "
Marin,Corte Madera,2010," 9,244 "
Marin,Fairfax,2010," 7,424 "
Marin,Larkspur,2010," 11,911 "
Marin,Mill Valley,2010," 13,870 "
Marin,Novato,2010," 52,000 "
Marin,Ross,2010," 2,408 "
Marin,San Anselmo,2010," 12,317 "
Marin,San Rafael,2010," 57,608 "
Marin,Sausalito,2010," 7,058 "
Marin,Tiburon,2010," 8,941 "
Marin,Unincorporated Marin,2010," 67,432 "
Mariposa,Unincorporated Mariposa,2010," 18,277 "
Mendocino,Fort Bragg,2010," 7,251 "
Mendocino,Point Arena,2010, 451 
Mendocino,Ukiah,2010," 16,042 "
Mendocino,Unincorporated Mendocino,2010," 59,171 "
Mendocino,Willits,2010," 4,892 "
Merced,Atwater,2010," 28,169 "
Merced,Dos Palos,2010," 4,946 "
Merced,Gustine,2010," 5,498 "
Merced,Livingston,2010," 13,030 "
Merced,Los Banos,2010," 35,918 "
Merced,Merced,2010," 78,860 "
Merced,Unincorporated Merced,2010," 88,978 "
Modoc,Alturas,2010," 2,822 "
Modoc,Unincorporated Modoc,2010," 6,844 "
Mono,Mammoth Lakes,2010," 8,197 "
Mono,Unincorporated Mono,2010," 5,963 "
Monterey,Carmel-by-the-Sea,2010," 3,732 "
Monterey,Del Rey Oaks,2010," 1,626 "
Monterey,Gonzales,2010," 8,213 "
Monterey,Greenfield,2010," 16,192 "
Monterey,King City,2010," 12,849 "
Monterey,Marina,2010," 19,704 "
Monterey,Monterey,2010," 27,921 "
Monterey,Pacific Grove,2010," 15,053 "
Monterey,Salinas,2010," 150,514 "
Monterey,Sand City,2010, 332 
Monterey,Seaside,2010," 32,955 "
Monterey,Soledad,2010," 25,544 "
Monterey,Unincorporated Monterey,2010," 100,473 "
Napa,American Canyon     ,2010," 19,322 "
Napa,Calistoga,2010," 5,155 "
Napa,Napa,2010," 76,856 "
Napa,St. Helena,2010," 5,816 "
Napa,Unincorporated Napa,2010," 26,236 "
Napa,Yountville,2010," 2,931 "
Nevada,Grass Valley,2010," 12,850 "
Nevada,Nevada City,2010," 3,065 "
Nevada,Truckee             ,2010," 16,166 "
Nevada,Unincorporated Nevada,2010," 66,601 "
Orange,Aliso Viejo,2010," 47,411 "
Orange,Anaheim,2010," 336,208 "
Orange,Brea,2010," 39,259 "
Orange,Buena Park,2010," 80,477 "
Orange,Costa Mesa,2010," 110,008 "
Orange,Cypress,2010," 47,750 "
Orange,Dana Point,2010," 33,403 "
Orange,Fountain Valley,2010," 55,274 "
Orange,Fullerton,2010," 135,108 "
Orange,Garden Grove,2010," 170,672 "
Orange,Huntington Beach,2010," 190,136 "
Orange,Irvine,2010," 212,117 "
Orange,La Habra,2010," 60,235 "
Orange,La Palma,2010," 15,561 "
Orange,Laguna Beach,2010," 22,760 "
Orange,Laguna Hills,2010," 30,396 "
Orange,Laguna Niguel,2010," 63,005 "
Orange,Laguna Woods,2010," 16,242 "
Orange,Lake Forest,2010," 16,242 "
Orange,Lake Forest         ,2010," 77,200 "
Orange,Los Alamitos,2010," 11,454 "
Orange,Mission Viejo,2010," 93,394 "
Orange,Newport Beach,2010," 85,093 "
Orange,Orange,2010," 136,233 "
Orange,Placentia,2010," 50,515 "
Orange,Rancho Santa Margarita,2010," 47,853 "
Orange,San Clemente,2010," 63,562 "
Orange,San Juan Capistrano ,2010," 34,594 "
Orange,Santa Ana,2010," 325,036 "
Orange,Seal Beach,2010," 23,864 "
Orange,Stanton,2010," 38,166 "
Orange,Tustin,2010," 75,400 "
Orange,Unincorporated Orange,2010," 120,840 "
Orange,Villa Park,2010," 5,817 "
Orange,Westminister,2010," 89,694 "
Orange,Yorba Linda,2010," 64,118 "
Placer,Auburn,2010," 13,307 "
Placer,Colfax,2010," 1,946 "
Placer,Lincoln,2010," 42,589 "
Placer,Loomis,2010," 6,427 "
Placer,Rocklin,2010," 56,720 "
Placer,Roseville,2010," 118,180 "
Placer,Unincorporated Placer,2010," 107,964 "
Plumas,Portola,2010," 2,099 "
Plumas,Unincorporated Plumas,2010," 17,946 "
Riverside,Banning,2010," 29,492 "
Riverside,Beaumont,2010," 36,468 "
Riverside,Blythe,2010," 20,882 "
Riverside,Calimesa,2010," 7,847 "
Riverside,Canyon Lake,2010," 10,550 "
Riverside,Cathedral City,2010," 51,093 "
Riverside,Coachella,2010," 40,508 "
Riverside,Corona,2010," 151,858 "
Riverside,Desert Hot Springs,2010," 25,886 "
Riverside,Eastvale,2010, -   
Riverside,Hemet,2010," 78,295 "
Riverside,Indian Wells,2010," 4,947 "
Riverside,Indio,2010," 75,263 "
Riverside,Jurupa Valley,2010, -   
Riverside,La Quinta,2010," 37,044 "
Riverside,Lake Elsinore,2010," 51,448 "
Riverside,Menifee,2010," 77,902 "
Riverside,Moreno Valley,2010," 192,599 "
Riverside,Murietta,2010," 103,066 "
Riverside,Norco,2010," 27,069 "
Riverside,Palm Desert,2010," 48,215 "
Riverside,Palm Springs,2010," 44,480 "
Riverside,Perris,2010," 67,607 "
Riverside,Rancho Mirage,2010," 17,165 "
Riverside,Riverside,2010," 302,597 "
Riverside,San Jacinto,2010," 43,881 "
Riverside,Temecula,2010," 99,757 "
Riverside,Unincorporated Riverside,2010," 501,380 "
Riverside,Wildomar,2010," 32,393 "
Sacramento,Citrus Heights,2010," 83,382 "
Sacramento,Elk Grove,2010," 152,652 "
Sacramento,Folsom,2010," 72,139 "
Sacramento,Galt,2010," 23,654 "
Sacramento,Isleton,2010, 805 
Sacramento,Rancho Cordova,2010," 64,024 "
Sacramento,Sacramento,2010," 466,740 "
Sacramento,Unincorporated Sacramento,2010," 553,863 "
San Benito,Hollister,2010," 34,942 "
San Benito,San Juan Bautista,2010," 1,861 "
San Benito,Unincorporated San Benito,2010," 18,469 "
San Bernardino,Adelanto,2010," 31,764 "
San Bernardino,Apple Valley,2010," 69,089 "
San Bernardino,Barstow,2010," 22,513 "
San Bernardino,Big Bear Lake,2010," 5,048 "
San Bernardino,Chino,2010," 78,062 "
San Bernardino,Chino Hills,2010," 74,738 "
San Bernardino,Colton,2010," 52,066 "
San Bernardino,Fontana,2010," 195,219 "
San Bernardino,Grand Terrace,2010," 12,050 "
San Bernardino,Hesperia,2010," 90,048 "
San Bernardino,Highland,2010," 53,037 "
San Bernardino,Loma Linda,2010," 23,218 "
San Bernardino,Montclair,2010," 36,628 "
San Bernardino,Needles,2010," 4,861 "
San Bernardino,Ontario,2010," 164,015 "
San Bernardino,Rancho Cucamonga,2010," 165,391 "
San Bernardino,Redlands,2010," 68,752 "
San Bernardino,Rialto,2010," 99,071 "
San Bernardino,San Bernardino,2010," 209,656 "
San Bernardino,Twentynine Palms,2010," 25,053 "
San Bernardino,Unincorporated San Bernardino,2010," 291,584 "
San Bernardino,Upland,2010," 73,732 "
San Bernardino,Victorville,2010," 115,532 "
San Bernardino,Yucaipa,2010," 51,321 "
San Bernardino,Yucca Valley,2010," 20,693 "
San Diego,Carlsbad,2010," 105,319 "
San Diego,Chula Vista,2010," 243,712 "
San Diego,Coronado,2010," 21,324 "
San Diego,Del Mar,2010," 4,176 "
San Diego,El Cajon,2010," 99,534 "
San Diego,Encinitas,2010," 59,707 "
San Diego,Escondido,2010," 144,008 "
San Diego,Imperial Beach,2010," 26,394 "
San Diego,La Mesa,2010," 57,128 "
San Diego,Lemon Grove,2010," 25,354 "
San Diego,National City,2010," 58,593 "
San Diego,Oceanside,2010," 167,456 "
San Diego,Poway,2010," 47,957 "
San Diego,San Diego,2010," 1,304,482 "
San Diego,San Marcos,2010," 83,788 "
San Diego,Santee,2010," 53,508 "
San Diego,Solana Beach,2010," 12,906 "
San Diego,Unincorporated San Diego,2010," 482,254 "
San Diego,Vista,2010," 93,979 "
San Francisco,San Francisco,2010," 804,989 "
San Joaquin,Escalon,2010," 7,129 "
San Joaquin,Lathrop,2010," 17,945 "
San Joaquin,Lodi,2010," 62,110 "
San Joaquin,Manteca,2010," 66,776 "
San Joaquin,Ripon,2010," 14,290 "
San Joaquin,Stockton,2010," 291,275 "
San Joaquin,Tracy,2010," 82,800 "
San Joaquin,Unincorporated San Joaquin,2010," 141,732 "
San Luis Obispo,Arroyo Grande,2010," 17,237 "
San Luis Obispo,Atascadero,2010," 28,274 "
San Luis Obispo,El Paso De Robles,2010," 29,761 "
San Luis Obispo,Grover City,2010," 13,147 "
San Luis Obispo,Morro Bay,2010," 10,227 "
San Luis Obispo,Pismo Beach,2010," 7,676 "
San Luis Obispo,San Luis Obispo,2010," 45,046 "
San Luis Obispo,Unincorporated San Luis Obispo,2010," 117,965 "
San Mateo,Atherton,2010," 6,921 "
San Mateo,Belmont,2010," 25,821 "
San Mateo,Brisbane,2010," 4,268 "
San Mateo,Burlingame,2010," 28,784 "
San Mateo,Colma,2010," 1,446 "
San Mateo,Daly City,2010," 101,186 "
San Mateo,East Palo Alto,2010," 28,281 "
San Mateo,Foster City,2010," 30,542 "
San Mateo,Half Moon Bay,2010," 11,360 "
San Mateo,Hillsborough,2010," 10,821 "
San Mateo,Menlo Park,2010," 31,986 "
San Mateo,Millbrae,2010," 21,521 "
San Mateo,Pacifica,2010," 37,267 "
San Mateo,Portola Valley,2010," 4,358 "
San Mateo,Redwood City,2010," 76,766 "
San Mateo,San Bruno,2010," 41,157 "
San Mateo,San Carlos,2010," 28,393 "
San Mateo,San Mateo,2010," 97,106 "
San Mateo,South San Francisco,2010," 63,623 "
San Mateo,Unincorporated San Mateo,2010," 61,719 "
San Mateo,Woodside,2010," 5,288 "
Santa Barbara,Buellton            ,2010," 4,843 "
Santa Barbara,Carpinteria,2010," 13,133 "
Santa Barbara,Goleta,2010," 29,789 "
Santa Barbara,Guadalupe,2010," 7,118 "
Santa Barbara,Lompoc,2010," 42,560 "
Santa Barbara,Santa Barbara,2010," 88,733 "
Santa Barbara,Santa Maria,2010," 99,589 "
Santa Barbara,Solvang,2010," 5,265 "
Santa Barbara,Unincorporated Santa Barbara,2010," 132,710 "
Santa Clara,Campbell,2010," 39,345 "
Santa Clara,Cupertino,2010," 58,084 "
Santa Clara,Gilroy,2010," 48,853 "
Santa Clara,Los Altos,2010," 28,791 "
Santa Clara,Los Altos Hills,2010," 7,935 "
Santa Clara,Los Gatos,2010," 29,359 "
Santa Clara,Milpitas,2010," 66,672 "
Santa Clara,Monte Sereno,2010," 3,344 "
Santa Clara,Morgan Hill,2010," 37,865 "
Santa Clara,Mountain View,2010," 73,958 "
Santa Clara,Palo Alto,2010," 64,352 "
Santa Clara,San Jose,2010," 946,954 "
Santa Clara,Santa Clara,2010," 116,184 "
Santa Clara,Saratoga,2010," 29,940 "
Santa Clara,Sunnyvale,2010," 139,865 "
Santa Clara,Unincorporated Santa Clara,2010," 89,926 "
Santa Cruz,Capitola,2010," 9,924 "
Santa Cruz,Santa Cruz,2010," 59,871 "
Santa Cruz,Scotts Valley,2010," 11,587 "
Santa Cruz,Unincorporated Santa Cruz,2010," 129,924 "
Santa Cruz,Watsonville,2010," 51,246 "
Shasta,Anderson,2010," 9,937 "
Shasta,Redding,2010," 89,823 "
Shasta,Shasta Lake         ,2010," 10,162 "
Shasta,Unincorporated Shasta,2010," 67,326 "
Sierra,Loyalton,2010, 774 
Sierra,Unincorporated Sierra,2010," 2,473 "
Siskiyou,Dorris,2010, 937 
Siskiyou,Dunsmuir,2010," 1,658 "
Siskiyou,Etna,2010, 739 
Siskiyou,Fort Jones,2010, 834 
Siskiyou,Montague,2010," 1,444 "
Siskiyou,Mt. Shasta,2010," 3,404 "
